movies	recommendation
"Searching for Bobby Fischer (1993)
 Chasing Amy (1997)
 Adventures of Priscilla, Queen of the Desert, The (1994)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Amadeus (1984)
Godfather, The (1972)
Forrest Gump (1994)
Field of Dreams (1989)"	"Lord of the Rings: The Fellowship of the Ring, The (2001)
Star Wars: Episode VI - Return of the Jedi (1983)
Kill Bill: Vol. 2 (2004)
Lord of the Rings: The Two Towers, The (2002)
"
"Toy Story (1995)
Aliens (1986)
Bram Stoker's Dracula (1992)
Field of Dreams (1989)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Toy Story (1995)
Under Siege (1992)
Star Trek IV: The Voyage Home (1986)
Star Trek III: The Search for Spock (1984)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Psycho (1960)
 Alien (1979)
 Maltese Falcon, The (1941)"	"Rear Window (1954)
Fargo (1996)
Godfather, The (1972)
Shining, The (1980)
"
"Blue in the Face (1995)
 Mighty Aphrodite (1995)
 Crossing Guard, The (1995)"	"Back to the Future Part II (1989)
Forrest Gump (1994)
Back to the Future (1985)
Back to the Future Part III (1990)
"
"English Patient, The (1996)
 Nell (1994)"	"Rudy (1993)
11th Hour, The (2007)
Secretary (2002)
Cinderella (1950)
"
"Terminator, The (1984)
 Chasing Amy (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Lord of the Rings: The Fellowship of the Ring, The (2001)
Star Wars: Episode V - The Empire Strikes Back (1980)
Terminator 2: Judgment Day (1991)
"
"Dragonheart (1996)
 Secrets & Lies (1996)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Monty Python and the Holy Grail (1974)
 When Harry Met Sally... (1989)"	"Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)
Harry Potter and the Chamber of Secrets (2002)
Harry Potter and the Prisoner of Azkaban (2004)
Back to the Future Part II (1989)
"
"Dances with Wolves (1990)
 Mr. Holland's Opus (1995)
 Raiders of the Lost Ark (1981)"	"Crimson Tide (1995)
Clear and Present Danger (1994)
True Lies (1994)
Fugitive, The (1993)
"
"As Good As It Gets (1997)
 Good Will Hunting (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Ghost and the Darkness, The (1996)
 Searching for Bobby Fischer (1993)"	"Alive (1993)
Wilbur Wants to Kill Himself (2002)
Lilting (2014)
The Magnificent Seven (2016)
"
"Amistad (1997)
 Soul Food (1997)"	"How to Get Ahead in Advertising (1989)
Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005)
Spacehunter: Adventures in the Forbidden Zone (1983)
His Girl Friday (1940)
"
"Contact (1997)
Rainmaker, The (1997)
Return of the Jedi (1983)
Star Wars (1977)"	"Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode IV - A New Hope (1977)
Star Wars: Episode VI - Return of the Jedi (1983)
Matrix, The (1999)
"
"My Best Friend's Wedding (1997)
Seven (Se7en) (1995)
Good Will Hunting (1997)
Face/Off (1997)"	"Pulp Fiction (1994)
Silence of the Lambs, The (1991)
Usual Suspects, The (1995)
Truman Show, The (1998)
"
"Titanic (1997)
As Good As It Gets (1997)
Good Will Hunting (1997)
English Patient, The (1996)"	"Star Wars: Episode VI - Return of the Jedi (1983)
Godfather: Part II, The (1974)
Bourne Identity, The (2002)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Glory (1989)
 Quiz Show (1994)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Titanic (1997)
Air Force One (1997)
G.I. Jane (1997)
Rosewood (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Forrest Gump (1994)
Lord of the Rings: The Return of the King, The (2003)
Lord of the Rings: The Fellowship of the Ring, The (2001)
"
"Casino (1995)
Usual Suspects, The (1995)
Chasing Amy (1997)
Fargo (1996)"	"Lord of the Rings: The Two Towers, The (2002)
Kill Bill: Vol. 2 (2004)
Star Wars: Episode VI - Return of the Jedi (1983)
Godfather: Part II, The (1974)
"
"Short Cuts (1993)
 Piano, The (1993)"	"Slither (2006)
Virgin Spring, The (Jungfrukällan) (1960)
Grand Budapest Hotel, The (2014)
Summer Wars (Samâ wôzu) (2009)
"
"Blues Brothers, The (1980)
Monty Python and the Holy Grail (1974)
Young Frankenstein (1974)
Princess Bride, The (1987)"	"Terminator, The (1984)
Star Wars: Episode VI - Return of the Jedi (1983)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
Star Wars: Episode IV - A New Hope (1977)
"
"Casablanca (1942)
Shine (1996)
Big Night (1996)
Citizen Kane (1941)"	"Godfather: Part II, The (1974)
Silence of the Lambs, The (1991)
Star Wars: Episode V - The Empire Strikes Back (1980)
Rear Window (1954)
"
"Rock, The (1996)
Godfather, The (1972)
Last Man Standing (1996)
Boot, Das (1981)"	"Lord of the Rings: The Return of the King, The (2003)
Star Wars: Episode V - The Empire Strikes Back (1980)
Godfather: Part II, The (1974)
Star Wars: Episode IV - A New Hope (1977)
"
"Air Force One (1997)
Devil's Advocate, The (1997)
Titanic (1997)
Stranger in the House (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Forrest Gump (1994)
Lord of the Rings: The Return of the King, The (2003)
Lord of the Rings: The Fellowship of the Ring, The (2001)
"
"Toy Story (1995)
 Dead Poets Society (1989)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Miracle on 34th Street (1994)
Sting, The (1973)
Maltese Falcon, The (1941)
North by Northwest (1959)"	"Anything Else (2003)
Ashes of Time (Dung che sai duk) (1994)
Iron Man (2008)
Ice Princess (2005)
"
"Antonia's Line (1995)
Silence of the Lambs, The (1991)
Bound (1996)
Jerry Maguire (1996)"	"Pulp Fiction (1994)
Lord of the Rings: The Fellowship of the Ring, The (2001)
Lord of the Rings: The Return of the King, The (2003)
American History X (1998)
"
"Jerry Maguire (1996)
Secrets & Lies (1996)
Kolya (1996)
Guantanamera (1994)"	"Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Groundhog Day (1993)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Toy Story (1995)
Psycho (1960)
Blade Runner (1982)
Aladdin (1992)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Fly Away Home (1996)
Seven Years in Tibet (1997)
Picture Perfect (1997)
Jungle2Jungle (1997)"	"Green Lantern (2011)
Brüno (Bruno) (2009)
The OA
Remo Williams: The Adventure Begins (1985)
"
"Short Cuts (1993)
 Bridges of Madison County, The (1995)"	"Slither (2006)
Virgin Spring, The (Jungfrukällan) (1960)
Grand Budapest Hotel, The (2014)
Summer Wars (Samâ wôzu) (2009)
"
"Hamlet (1996)
 Somewhere in Time (1980)"	"Patton (1970)
Garam Masala (2005)
Wedding Crashers (2005)
Grand Day Out with Wallace and Gromit, A (1989)
"
"Local Hero (1983)
Raiders of the Lost Ark (1981)
Star Wars (1977)
Pulp Fiction (1994)"	"Lord of the Rings: The Two Towers, The (2002)
Kill Bill: Vol. 1 (2003)
Seven (a.k.a. Se7en) (1995)
Fight Club (1999)
"
"Singin' in the Rain (1952)
 Four Weddings and a Funeral (1994)"	"Pulp Fiction (1994)
Silence of the Lambs, The (1991)
Usual Suspects, The (1995)
Truman Show, The (1998)
"
"Contact (1997)
Shawshank Redemption, The (1994)
Third Man, The (1949)
Twelve Monkeys (1995)"	"Matrix, The (1999)
Star Wars: Episode V - The Empire Strikes Back (1980)
Kill Bill: Vol. 2 (2004)
Star Wars: Episode VI - Return of the Jedi (1983)
"
"Postman, The (1997)
 Wings of the Dove, The (1997)
 Apostle, The (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Leaving Las Vegas (1995)
 Ed Wood (1994)"	"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
Pulp Fiction (1994)
Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
"
"Scream (1996)
 Day the Earth Stood Still, The (1951)"	"Mary and Max (2009)
The Adventures of Sherlock Holmes and Doctor Watson
Red Beard (Akahige) (1965)
Teknolust (2002)
"
"Amistad (1997)
Liar Liar (1997)
Swept from the Sea (1997)
Evita (1996)"	"How to Get Ahead in Advertising (1989)
Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005)
Spacehunter: Adventures in the Forbidden Zone (1983)
His Girl Friday (1940)
"
"Willy Wonka and the Chocolate Factory (1971)
 Nikita (La Femme Nikita) (1990)
 Scream (1996)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Annie Hall (1977)
Godfather: Part II, The (1974)
Ma vie en rose (My Life in Pink) (1997)
In the Company of Men (1997)"	"Exorcist: The Beginning (2004)
Godfather, The (1972)
Ip Man (2008)
Crossroads (1986)
"
"L.A. Confidential (1997)
Lost Highway (1997)
Crash (1996)
Washington Square (1997)"	"Reservoir Dogs (1992)
Star Wars: Episode IV - A New Hope (1977)
Fargo (1996)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Fargo (1996)
 Silence of the Lambs, The (1991)"	"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
Pulp Fiction (1994)
Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode VI - Return of the Jedi (1983)
"
"Apt Pupil (1998)
Boogie Nights (1997)
Chasing Amy (1997)
Jackie Brown (1997)"	"Dobermann (1997)
Extreme Days (2001)
Good bye, Lenin! (2003)
The Eye: Infinity (2005)
"
"Toy Story (1995)
 Psycho (1960)
 Silence of the Lambs, The (1991)"	"Ghostbusters (a.k.a. Ghost Busters) (1984)
Star Wars: Episode VI - Return of the Jedi (1983)
Indiana Jones and the Last Crusade (1989)
Star Wars: Episode IV - A New Hope (1977)
"
"Monty Python and the Holy Grail (1974)
 Local Hero (1983)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Toy Story (1995)
Men in Black (1997)
Godfather, The (1972)
Absolute Power (1997)"	"Lord of the Rings: The Return of the King, The (2003)
Star Wars: Episode V - The Empire Strikes Back (1980)
Godfather: Part II, The (1974)
Lord of the Rings: The Fellowship of the Ring, The (2001)
"
"Top Gun (1986)
 Titanic (1997)"	"Jurassic Park (1993)
Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode VI - Return of the Jedi (1983)
Star Wars: Episode IV - A New Hope (1977)
"
"Good Will Hunting (1997)
Apt Pupil (1998)
In & Out (1997)
Evita (1996)"	"Star Wars: Episode VI - Return of the Jedi (1983)
Godfather: Part II, The (1974)
Bourne Identity, The (2002)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Ghost and the Darkness, The (1996)
Rock, The (1996)
Braveheart (1995)
Dragonheart (1996)"	"Lord of the Rings: The Fellowship of the Ring, The (2001)
Matrix, The (1999)
Kill Bill: Vol. 2 (2004)
Fight Club (1999)
"
"Time to Kill, A (1996)
Mission: Impossible (1996)
Ransom (1996)
Courage Under Fire (1996)"	"Jurassic Park (1993)
Indiana Jones and the Temple of Doom (1984)
Terminator, The (1984)
Star Wars: Episode VI - Return of the Jedi (1983)
"
"Big Night (1996)
 Everyone Says I Love You (1996)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Three Colors: Red (1994)
Full Monty, The (1997)
L.A. Confidential (1997)
Manchurian Candidate, The (1962)"	"Reservoir Dogs (1992)
Star Wars: Episode IV - A New Hope (1977)
Fargo (1996)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Contact (1997)
Godfather, The (1972)
Fargo (1996)
Postino, Il (1994)"	"Lord of the Rings: The Return of the King, The (2003)
Star Wars: Episode V - The Empire Strikes Back (1980)
Godfather: Part II, The (1974)
Lord of the Rings: The Fellowship of the Ring, The (2001)
"
"Pretty Woman (1990)
Dante's Peak (1997)
Star Trek: First Contact (1996)
Rock, The (1996)"	"Speed (1994)
Sleepless in Seattle (1993)
Beauty and the Beast (1991)
Mrs. Doubtfire (1993)
"
"Four Weddings and a Funeral (1994)
 Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)"	"Ghost (1990)
Forrest Gump (1994)
Sleepless in Seattle (1993)
Pretty Woman (1990)
"
"Toy Story (1995)
Persuasion (1995)
Return of the Pink Panther, The (1974)
How to Make an American Quilt (1995)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Trainspotting (1996)
 Primal Fear (1996)"	"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
Pulp Fiction (1994)
Fight Club (1999)
Seven (a.k.a. Se7en) (1995)
"
"High Noon (1952)
This Is Spinal Tap (1984)
Birds, The (1963)
Full Monty, The (1997)"	"Fargo (1996)
Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
"
"Toy Story (1995)
 Amadeus (1984)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Titanic (1997)
 Forrest Gump (1994)
 Star Wars (1977)"	"Lord of the Rings: The Two Towers, The (2002)
Forrest Gump (1994)
Lord of the Rings: The Return of the King, The (2003)
Lord of the Rings: The Fellowship of the Ring, The (2001)
"
"Toy Story (1995)
Lawrence of Arabia (1962)
Notorious (1946)
North by Northwest (1959)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Mr. Holland's Opus (1995)
 Jeffrey (1995)"	"Forrest Gump (1994)
Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Annie Hall (1977)
Clerks (1994)
Silence of the Lambs, The (1991)
Jaws (1975)"	"Pulp Fiction (1994)
Lord of the Rings: The Fellowship of the Ring, The (2001)
Lord of the Rings: The Return of the King, The (2003)
American History X (1998)
"
"Titanic (1997)
Beautician and the Beast, The (1997)
Men in Black (1997)
Face/Off (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Forrest Gump (1994)
Lord of the Rings: The Return of the King, The (2003)
Lord of the Rings: The Fellowship of the Ring, The (2001)
"
"Titanic (1997)
 Graduate, The (1967)"	"Lord of the Rings: The Two Towers, The (2002)
Forrest Gump (1994)
Lord of the Rings: The Return of the King, The (2003)
Lord of the Rings: The Fellowship of the Ring, The (2001)
"
"Shall We Dance? (1996)
 Wings of the Dove, The (1997)
 Sense and Sensibility (1995)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Good Will Hunting (1997)
 Dances with Wolves (1990)"	"Star Wars: Episode VI - Return of the Jedi (1983)
Godfather: Part II, The (1974)
Bourne Identity, The (2002)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Exotica (1994)
 Vanya on 42nd Street (1994)"	"Psycho (1998)
Pekka ja Pätkä salapoliiseina (1957)
Barbershop (2002)
Secret Agent (1936)
"
"Toy Story (1995)
 Birdcage, The (1996)
 Age of Innocence, The (1993)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Ulee's Gold (1997)
 English Patient, The (1996)
 Soul Food (1997)"	"Back to the Future Part II (1989)
Forrest Gump (1994)
Back to the Future (1985)
Back to the Future Part III (1990)
"
"Dragonheart (1996)
Independence Day (ID4) (1996)
Star Trek: First Contact (1996)
Toy Story (1995)"	"Star Wars: Episode V - The Empire Strikes Back (1980)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
Star Wars: Episode IV - A New Hope (1977)
Independence Day (a.k.a. ID4) (1996)
"
"North by Northwest (1959)
 Graduate, The (1967)"	"Blue in the Face (1995)
Whale Rider (2002)
Elections Day (2007)
Dave Chappelle: Equanimity (2017)
"
"Schindler's List (1993)
 Great Escape, The (1963)"	"Star Wars: Episode V - The Empire Strikes Back (1980)
Forrest Gump (1994)
Godfather, The (1972)
Memento (2000)
"
"Microcosmos: Le peuple de l'herbe (1996)
 Amateur (1994)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Monty Python and the Holy Grail (1974)
Saint, The (1997)
Wrong Trousers, The (1993)
Abyss, The (1989)"	"Star Wars: Episode VI - Return of the Jedi (1983)
Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode IV - A New Hope (1977)
Lord of the Rings: The Two Towers, The (2002)
"
"2001: A Space Odyssey (1968)
 Star Trek IV: The Voyage Home (1986)
 Man Without a Face, The (1993)"	"Star Wars: Episode VI - Return of the Jedi (1983)
Blade Runner (1982)
Matrix, The (1999)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Toy Story (1995)
Muriel's Wedding (1994)
Psycho (1960)
Blues Brothers, The (1980)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Empire Strikes Back, The (1980)
 Romy and Michele's High School Reunion (1997)
 Face/Off (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Trainspotting (1996)
 Godfather: Part II, The (1974)"	"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
Pulp Fiction (1994)
Fight Club (1999)
Seven (a.k.a. Se7en) (1995)
"
"L.A. Confidential (1997)
Titanic (1997)
Air Force One (1997)
Rosewood (1997)"	"Reservoir Dogs (1992)
Star Wars: Episode IV - A New Hope (1977)
Fargo (1996)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Mrs. Dalloway (1997)
Piano, The (1993)
Looking for Richard (1996)
Henry V (1989)"	"Escape from New York (1981)
Wrong (2012)
Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6) (1964)
Jason's Lyric (1994)
"
"Cold Comfort Farm (1995)
Antonia's Line (1995)
Fargo (1996)
Brassed Off (1996)"	"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
Pulp Fiction (1994)
Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode VI - Return of the Jedi (1983)
"
"Fish Called Wanda, A (1988)
 Monty Python and the Holy Grail (1974)"	"Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode IV - A New Hope (1977)
Silence of the Lambs, The (1991)
Lord of the Rings: The Two Towers, The (2002)
"
"Brassed Off (1996)
Tin Drum, The (Blechtrommel, Die) (1979)
Three Colors: Red (1994)
Three Colors: Blue (1993)"	"Pulp Fiction (1994)
Groundhog Day (1993)
Clockwork Orange, A (1971)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Butch Cassidy and the Sundance Kid (1969)
 Philadelphia Story, The (1940)
 Big Night (1996)"	"Back to the Future Part II (1989)
Forrest Gump (1994)
Back to the Future (1985)
Back to the Future Part III (1990
"
"Amadeus (1984)
 Manchurian Candidate, The (1962)"	"Fargo (1996)
Godfather, The (1972)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
Pulp Fiction (1994)
"
"Toy Story (1995)
 Forrest Gump (1994)
 Room with a View, A (1986)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Fargo (1996)
Contact (1997)
Lone Star (1996)
Spitfire Grill, The (1996)"	"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
Pulp Fiction (1994)
Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode VI - Return of the Jedi (1983)
"
"Before Sunrise (1995)
One Flew Over the Cuckoo's Nest (1975)
Shall We Dance? (1996)
Bridge on the River Kwai, The (1957)"	"Fargo (1996)
Godfather, The (1972)
Forrest Gump (1994)
Seven (a.k.a. Se7en) (1995)
"
"Secret of Roan Inish, The (1994)
 Antonia's Line (1995)"	"I.O.U.S.A. (a.k.a. IOUSA) (2008)
Frantic (1988)
Jason's Lyric (1994)
The Purple Sea (2009)
"
"Nikita (La Femme Nikita) (1990)
Silence of the Lambs, The (1991)
Full Monty, The (1997)
Sense and Sensibility (1995)"	"Pulp Fiction (1994)
Lord of the Rings: The Fellowship of the Ring, The (2001)
Lord of the Rings: The Return of the King, The (2003)
American History X (1998)
"
"Toy Story (1995)
 Cinderella (1950)"	"Jurassic Park (1993)
Pulp Fiction (1994)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Toy Story (1995)
Mars Attacks! (1996)
My Best Friend's Wedding (1997)
Fargo (1996)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Men in Black (1997)
 Postino, Il (1994)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Heathers (1989)
 Field of Dreams (1989)
 Wallace & Gromit: The Best of Aardman Animation (1996)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Toy Story (1995)
Titanic (1997)
Shining, The (1980)
Kull the Conqueror (1997)"	"Jurassic Park (1993)
Pulp Fiction (1994)
Independence Day (a.k.a. ID4) (1996)
Back to the Future (1985)
"
"Full Monty, The (1997)
Boot, Das (1981)
L.A. Confidential (1997)
Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"	"Reservoir Dogs (1992)
Star Wars: Episode IV - A New Hope (1977)
Fargo (1996)
Star Wars: Episode V - The Empire Strikes Back (1980)
"
"Secrets & Lies (1996)
Fargo (1996)
Return of the Jedi (1983)
Lost World: Jurassic Park, The (1997)"	"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
Pulp Fiction (1994)
Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode VI - Return of the Jedi (1983)
"
"Air Force One (1997)
 English Patient, The (1996)"	"Lenny (1974)
Oasis (2002)
They (2002)
Fearless (1993)
"
"Life Less Ordinary, A (1997)
 Ma vie en rose (My Life in Pink) (1997)"	"Lethal Weapon (1987)
20,000 Leagues Under the Sea (1954)
Whatever Works (2009)
NeverEnding Story II: The Next Chapter, The (1990)
"
"Love! Valour! Compassion! (1997)
 Mars Attacks! (1996)"	"Jolson Story, The (1946)
Where the Money Is (2000)
Leap of Faith (1992)
Loving Vincent (2017)
"
"Scream (1996)
I Know What You Did Last Summer (1997)
Starship Troopers (1997)
Alien: Resurrection (1997)"	"Gladiator (2000)
Star Wars: Episode IV - A New Hope (1977)
Matrix, The (1999)
Lord of the Rings: The Two Towers, The (2002)
"
"Toy Story (1995)
 Chinatown (1974)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Lion King, The (1994)
Sound of Music, The (1965)
Home for the Holidays (1995)
Jurassic Park (1993)"	"Beauty and the Beast (1991)
Mrs. Doubtfire (1993)
Pretty Woman (1990)
Batman (1989)
"
"Time to Kill, A (1996)
 Godfather, The (1972)"	"Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Forrest Gump (1994)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
"Pulp Fiction (1994)
Trainspotting (1996)
Dazed and Confused (1993)
Jackie Brown (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Kill Bill: Vol. 1 (2003)
Seven (a.k.a. Se7en) (1995)
Fight Club (1999)
"
"Lone Star (1996)
Richard III (1995)
Treasure of the Sierra Madre, The (1948)
East of Eden (1955)"	"Breakfast at Tiffany's (1961)
The Magnificent Seven (2016)
Tournament, The (2009)
Dernier Combat, Le (Last Battle, The) (1983)
"
"Raising Arizona (1987)
Fargo (1996)
Star Wars (1977)
Sound of Music, The (1965)"	"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
Pulp Fiction (1994)
Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode VI - Return of the Jedi (1983)
"
"Braveheart (1995)
 Bronx Tale, A (1993)"	"Lord of the Rings: The Fellowship of the Ring, The (2001)
Matrix, The (1999)
Kill Bill: Vol. 2 (2004)
Fight Club (1999)
"
"Titanic (1997)
 In & Out (1997)
 Postman, The (1997)"	"Lord of the Rings: The Two Towers, The (2002)
Forrest Gump (1994)
Lord of the Rings: The Return of the King, The (2003)
Lord of the Rings: The Fellowship of the Ring, The (2001)
"
"Boot, Das (1981)
Great Escape, The (1963)
Bridge on the River Kwai, The (1957)
Mr. Holland's Opus (1995)"	"Forrest Gump (1994)
Lord of the Rings: The Two Towers, The (2002)
Star Wars: Episode VI - Return of the Jedi (1983)
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
"
